Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	br_lengths[98]	br_lengths[99]	br_lengths[100]	br_lengths[101]	br_lengths[102]	br_lengths[103]	br_lengths[104]	br_lengths[105]	br_lengths[106]	br_lengths[107]	br_lengths[108]	br_lengths[109]	br_lengths[110]	br_lengths[111]	br_lengths[112]	br_lengths[113]	br_lengths[114]	br_lengths[115]	br_lengths[116]	br_lengths[117]	br_lengths[118]	br_lengths[119]	br_lengths[120]	br_lengths[121]	br_lengths[122]	br_lengths[123]	br_lengths[124]	br_lengths[125]	br_lengths[126]	br_lengths[127]	br_lengths[128]	br_lengths[129]	br_lengths[130]	br_lengths[131]	br_lengths[132]	br_lengths[133]	br_lengths[134]	br_lengths[135]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	rel_br_lengths[98]	rel_br_lengths[99]	rel_br_lengths[100]	rel_br_lengths[101]	rel_br_lengths[102]	rel_br_lengths[103]	rel_br_lengths[104]	rel_br_lengths[105]	rel_br_lengths[106]	rel_br_lengths[107]	rel_br_lengths[108]	rel_br_lengths[109]	rel_br_lengths[110]	rel_br_lengths[111]	rel_br_lengths[112]	rel_br_lengths[113]	rel_br_lengths[114]	rel_br_lengths[115]	rel_br_lengths[116]	rel_br_lengths[117]	rel_br_lengths[118]	rel_br_lengths[119]	rel_br_lengths[120]	rel_br_lengths[121]	rel_br_lengths[122]	rel_br_lengths[123]	rel_br_lengths[124]	rel_br_lengths[125]	rel_br_lengths[126]	rel_br_lengths[127]	rel_br_lengths[128]	rel_br_lengths[129]	rel_br_lengths[130]	rel_br_lengths[131]	rel_br_lengths[132]	rel_br_lengths[133]	rel_br_lengths[134]	rel_br_lengths[135]	stationaryDist[1]	stationaryDist[2]	tree_length
0	-3442.779	-3697.726	254.9464	0.0230786	0.0724265	0.00324981	0.107344	0.0355826	0.00583683	0.00570135	0.0343276	0.0129706	0.00414703	0.0529603	0.00560565	0.0179311	0.0025416	0.0180308	0.0092829	0.0106952	0.0106106	0.00321763	0.0258903	0.0118208	0.00140917	0.0106979	0.013673	0.0771388	0.0276867	0.0245363	0.00610752	0.0162933	0.00130788	0.0533581	0.00716558	0.0185563	0.029504	0.001888	0.00342926	0.0176935	0.00675858	0.063012	0.0338053	0.0053293	0.0419339	0.0185872	0.0080659	0.0024551	0.00202222	0.0127536	0.00697437	0.0681371	0.0217358	0.00618033	0.0368136	0.00264345	0.0583938	0.0541775	0.00571775	0.000447019	0.0409908	0.0237371	0.0151786	0.0176786	0.000673496	0.0428168	0.036136	0.00347869	0.0384186	0.0061534	0.00175524	0.059447	0.0366466	0.0171431	0.0452315	0.00031303	0.0200927	0.0339401	0.0270529	0.000496331	0.0299066	0.0142337	0.0187274	0.0390985	0.0207439	0.0305485	0.0287665	0.0550088	0.000412596	0.01926	0.0306583	0.0115537	0.00131922	0.000613983	0.0574159	0.00324536	0.0305571	0.00739537	0.0412347	0.0358251	0.0137969	0.0106844	0.0101819	0.230663	0.0112044	0.0178419	0.00887163	0.00923356	0.0175647	0.0127958	0.0901089	0.000303106	0.0246772	0.00951526	0.00145798	0.0169462	0.0017376	0.021644	0.015671	0.0455099	0.0177347	0.00320008	0.0078625	0.0941462	0.0200425	0.0326054	0.0983115	0.000842269	0.0264029	0.016592	0.00938299	0.02248	0.0191914	0.0243617	0.0556494	0.0113683	0.0232723	0.00803313	0.2239461	1.776054	0.222932	0.480952	0.795832	1.25655	2.07921	4.48568	1.085247	7.930719	0.00711108	0.0223164	0.00100135	0.0330755	0.0109639	0.00179847	0.00175673	0.0105772	0.00399658	0.0012778	0.0163184	0.00172724	0.00552502	0.000783131	0.00555574	0.00286029	0.00329546	0.0032694	0.000991432	0.00797744	0.00364229	0.000434202	0.0032963	0.00421299	0.0237684	0.00853097	0.00756025	0.00188188	0.00502038	0.000402992	0.016441	0.00220789	0.00571765	0.00909093	0.00058174	0.00105664	0.0054518	0.00208249	0.0194156	0.0104163	0.00164209	0.0129209	0.00572719	0.00248531	0.000756477	0.000623096	0.00392971	0.00214898	0.0209948	0.00669734	0.00190431	0.0113432	0.000814513	0.0179926	0.0166934	0.00176178	0.000137738	0.0126303	0.007314	0.0046769	0.00544721	0.000207521	0.0131929	0.0111344	0.00107187	0.0118377	0.00189602	0.000540832	0.0183171	0.0112917	0.00528222	0.0139369	9.64522e-05	0.00619107	0.0104578	0.00833568	0.000152932	0.00921497	0.00438576	0.00577037	0.0120472	0.00639171	0.00941275	0.00886368	0.0169496	0.000127131	0.00593449	0.00944658	0.00355999	0.000406485	0.000189184	0.0176913	0.000999975	0.0094154	0.0022787	0.0127054	0.0110386	0.00425117	0.00329212	0.00313731	0.0710732	0.00345236	0.00549753	0.00273357	0.00284509	0.00541213	0.0039427	0.0277648	9.33945e-05	0.00760367	0.00293189	0.000449238	0.00522154	0.000535398	0.00666905	0.00482864	0.0140227	0.00546449	0.000986025	0.00242263	0.0290088	0.0061756	0.0100465	0.0302922	0.000259524	0.00813539	0.00511242	0.00289113	0.00692665	0.00591335	0.00750646	0.017147	0.00350286	0.00717079	0.00247521	0.888027	0.111973	3.245437
36	-3430.996	-3685.307	254.3109	0.0838339	0.0916479	0.018888	0.0618425	0.0730708	0.00542873	0.00308712	0.0482891	0.00900774	0.00192575	0.0553776	0.00381069	0.0377221	0.0110985	0.0185706	0.0205984	0.0277241	0.00429061	0.00756676	0.0184183	0.0160391	0.00385744	0.0212802	0.027567	0.063989	0.0289504	0.0256562	0.0136552	0.017037	0.0258548	0.0504579	0.0206222	0.0108448	0.0255164	0.000256417	0.00345341	0.00912856	0.0100589	0.0525431	0.0551392	0.00126729	0.0531789	0.00176643	0.00843406	0.00871901	0.00477197	0.0113088	0.01795	0.0652389	0.0256937	0.00443674	0.0130086	0.00276411	0.0319477	0.0757488	0.00339254	0.0017053	0.0428618	0.00277032	0.0110849	0.0280886	0.000676468	0.0193678	0.0417993	0.00777302	0.0459983	0.00523039	0.00580094	0.0721771	0.0115735	0.0297151	0.0413441	0.000102579	0.0158313	0.0271669	0.00655099	0.00113649	0.0271103	0.0148834	0.012018	0.0269546	0.0138307	0.0200197	0.0384607	0.0992409	0.00427575	0.0225854	0.0457185	0.00510494	0.00246829	0.00731316	0.0287261	0.0113458	0.018512	0.04299	0.0176999	0.0291946	0.00821242	0.0181186	0.0300954	0.175551	0.0195432	0.0275896	0.0171283	0.00481964	0.0515665	0.0116071	0.0898549	0.0104393	0.0320361	0.00369927	0.00139938	0.0794533	0.00104856	0.0199446	0.0170715	0.0744213	0.0147957	0.00444791	0.0415181	0.0648606	0.0274016	0.0374174	0.102799	0.000126998	0.0037398	0.0480556	0.0292482	0.0274222	0.0283505	0.029544	0.065788	0.0264748	0.0163159	0.0144115	0.2188779	1.781122	0.2243	0.48239	0.796574	1.25538	2.07301	4.45831	1.080821	8.137515	0.0233049	0.0254771	0.00525066	0.0171916	0.0203129	0.00150913	0.000858187	0.0134239	0.00250406	0.000535339	0.0153944	0.00105933	0.0104863	0.00308527	0.00516242	0.00572615	0.00770702	0.00119275	0.00210348	0.00512008	0.0044587	0.00107233	0.00591568	0.00766333	0.0177883	0.00804792	0.00713216	0.003796	0.00473611	0.00718735	0.0140268	0.00573275	0.00301473	0.0070933	7.12812e-05	0.000960012	0.00253764	0.00279626	0.0146064	0.0153281	0.000352293	0.0147832	0.00049105	0.00234458	0.00242379	0.00132656	0.00314374	0.00498991	0.0181357	0.00714257	0.00123337	0.00361626	0.000768393	0.00888111	0.0210574	0.000943089	0.000474054	0.0119151	0.000770119	0.00308147	0.00780834	0.000188051	0.00538404	0.0116198	0.00216082	0.012787	0.00145399	0.0016126	0.0200645	0.0032173	0.00826048	0.0114932	2.85159e-05	0.00440093	0.00755211	0.00182111	0.000315933	0.00753638	0.00413742	0.00334089	0.00749308	0.0038448	0.00556526	0.0106917	0.0275879	0.00118861	0.0062785	0.0127092	0.00141912	0.000686159	0.00203298	0.00798555	0.00315403	0.00514613	0.0119508	0.00492039	0.0081158	0.00228297	0.00503678	0.0083662	0.0488012	0.00543279	0.0076696	0.00476149	0.00133981	0.0143349	0.00322665	0.0249787	0.00290201	0.0089057	0.00102836	0.000389012	0.0220872	0.000291489	0.00554439	0.00474569	0.0206883	0.00411304	0.00123647	0.0115416	0.0180306	0.00761734	0.0104016	0.028577	3.53041e-05	0.00103962	0.0133589	0.00813068	0.00762308	0.00788115	0.00821291	0.0182884	0.00735972	0.00453565	0.00400626	0.890561	0.109439	3.597259
72	-3432.023	-3687.42	255.3973	0.0781989	0.109108	0.0200342	0.0937652	0.065678	0.0180429	0.000937108	0.0880074	0.00459406	0.00187598	0.0476788	0.00292509	0.088373	0.0194895	0.00745879	0.012456	0.0428502	0.00394272	0.00323245	0.0195709	0.0178948	0.00669399	0.0156859	0.0379946	0.0772962	0.0483381	0.0447783	0.0172733	0.0365292	0.0215274	0.0551555	0.0289979	0.00586414	0.0229746	2.43988e-05	0.0329821	0.0206666	0.0126725	0.0590182	0.0985033	0.0167779	0.0804176	0.00887202	0.00259762	0.0121444	0.0131772	0.00171536	0.0140888	0.059415	0.059268	0.0181555	0.00540289	0.00643153	0.065771	0.0335413	0.00422807	0.00557065	0.0230846	0.0031426	0.0219802	0.0264209	0.0223851	0.0432822	0.0194903	0.00825946	0.0709551	0.00848963	0.0167982	0.127467	0.0225584	0.0330668	0.0654362	0.000565385	0.036332	0.0276339	0.0133712	0.00935261	0.0372203	0.0256081	0.0337611	0.0260958	0.03332	0.0240246	0.052633	0.0779215	0.0360283	0.00568407	0.0647734	0.00767774	0.00223734	0.052307	0.0622956	0.0122662	0.0201057	0.0285452	0.0450092	0.0311746	0.00510905	0.0480427	0.074663	0.20837	0.0283908	0.0120751	0.0456438	0.0122213	0.0603733	0.0175472	0.106759	0.0380295	0.0327881	0.0121874	0.00330648	0.0820244	0.00410651	0.036218	0.0218138	0.0776404	0.0103437	0.00803981	0.0475828	0.0689196	0.00993758	0.0612581	0.162323	0.00106899	0.0202007	0.0563882	0.0310785	0.0282913	0.0131144	0.0274626	0.0439694	0.00941202	0.0246813	0.0185349	1.025756	0.9742442	0.308207	0.563258	0.836036	1.19612	1.77539	3.24457	0.8510403	0.9497819	0.0168338	0.0234876	0.00431274	0.0201848	0.0141385	0.00388408	0.000201731	0.0189453	0.000988961	0.000403841	0.0102638	0.000629681	0.019024	0.0041955	0.00160565	0.0026814	0.00922434	0.000848748	0.000695848	0.00421301	0.0038522	0.00144101	0.00337669	0.00817906	0.0166395	0.0104057	0.0096394	0.00371841	0.00786363	0.00463418	0.0118733	0.00624235	0.00126237	0.00494573	5.25232e-06	0.00710004	0.00444889	0.00272799	0.0127048	0.0212047	0.00361177	0.0173114	0.00190988	0.000559189	0.00261432	0.00283665	0.000369265	0.00303288	0.0127902	0.0127586	0.00390832	0.00116308	0.00138451	0.0141585	0.00722043	0.000910173	0.00119919	0.0049694	0.000676505	0.00473167	0.00568761	0.00481883	0.00931732	0.00419567	0.00177801	0.0152745	0.00182756	0.00361614	0.0274398	0.00485614	0.00711827	0.0140864	0.00012171	0.00782117	0.00594873	0.0028784	0.00201333	0.00801239	0.00551264	0.00726773	0.00561763	0.00717277	0.00517177	0.0113303	0.0167741	0.00775579	0.00122361	0.0139437	0.00165278	0.000481631	0.0112601	0.0134103	0.00264055	0.00432814	0.0061449	0.00968911	0.00671094	0.00109982	0.0103421	0.0160727	0.0448556	0.00611167	0.0025994	0.00982571	0.00263087	0.0129965	0.00377737	0.0229819	0.00818658	0.00705828	0.00262358	0.000711784	0.0176573	0.000884005	0.00779662	0.00469585	0.0167136	0.00222667	0.00173072	0.0102431	0.0148363	0.00213926	0.013187	0.0349432	0.00023012	0.0043486	0.0121387	0.00669025	0.00609026	0.00282312	0.00591185	0.00946527	0.00202612	0.00531314	0.00398999	0.487122	0.512878	4.645342
108	-3440.319	-3691.763	251.4442	0.0669953	0.0719	0.0376763	0.0923001	0.0410393	0.0126685	0.0102218	0.0918815	0.0263196	0.00206606	0.0525097	0.0104606	0.0899264	0.0227301	0.0130454	0.0424527	0.0192099	0.00819398	0.00169067	0.0404422	0.00817237	0.015218	0.0388665	0.0196382	0.0683388	0.0532358	0.0343123	0.00324852	0.0303962	0.01457	0.0368426	0.030601	0.0658574	0.0368946	9.61767e-05	0.00575486	0.0328237	0.0139565	0.0559909	0.0440099	0.0166661	0.0638567	0.00977096	0.00770403	0.0156449	0.00512608	0.00916241	0.0215986	0.075519	0.0242549	0.0181885	0.0257121	0.0033721	0.0313029	0.0163987	0.00346298	0.0134865	0.0223323	0.00873665	0.0155718	0.111364	0.0100068	0.0339873	0.0551484	0.0281135	0.0342058	0.0302376	0.00473539	0.115404	0.011487	0.00614617	0.053513	0.000802366	0.0143634	0.0145869	0.0190824	0.0169489	0.0373989	0.00391616	0.00919062	0.0270351	0.0290506	0.0202321	0.031854	0.122089	0.0378175	0.0198066	0.0856505	0.0132111	0.00636807	0.0464776	0.0647916	0.0106208	0.0462838	0.0381138	0.0142693	0.00394058	0.00634258	0.0458339	0.0271541	0.227534	0.0363788	0.0590167	0.0467021	0.00741833	0.0664905	0.00880578	0.116148	0.00432093	0.0361103	0.0323096	0.000422784	0.0663711	0.000913069	0.0402634	0.0240241	0.0855071	0.00538152	0.00930884	0.0289642	0.145037	0.0125149	0.0366773	0.185439	0.00223267	0.0264061	0.0100779	0.0151506	0.0137135	0.0253179	0.0230531	0.0400935	0.0124362	0.0241844	0.023519	0.1054389	1.894561	0.270812	0.528823	0.819743	1.21989	1.89099	3.6926	0.9445679	17.96834	0.0146398	0.0157116	0.00823301	0.0201694	0.00896789	0.00276831	0.00223366	0.0200779	0.00575135	0.000451474	0.0114744	0.00228585	0.0196507	0.00496696	0.00285068	0.00927674	0.00419774	0.00179055	0.000369445	0.0088374	0.00178582	0.00332543	0.0084931	0.00429134	0.0149334	0.0116331	0.0074979	0.000709866	0.00664217	0.00318383	0.00805083	0.00668692	0.0143911	0.00806219	2.10165e-05	0.00125755	0.00717261	0.00304976	0.0122351	0.00961703	0.00364186	0.0139539	0.00213514	0.00168348	0.00341872	0.00112015	0.00200217	0.00471971	0.0165024	0.00530017	0.00397455	0.0056186	0.00073687	0.00684029	0.00358343	0.00075673	0.00294707	0.00488005	0.00190913	0.00340273	0.0243353	0.00218668	0.00742688	0.012051	0.00614335	0.00747464	0.00660752	0.00103478	0.0252181	0.00251013	0.00134306	0.0116936	0.000175333	0.00313869	0.00318752	0.00416988	0.00370367	0.00817239	0.000855759	0.00200833	0.0059077	0.00634813	0.00442112	0.00696073	0.0266789	0.00826387	0.00432813	0.0187163	0.00288688	0.00139155	0.0101563	0.0141582	0.00232085	0.0101139	0.00832862	0.00311813	0.000861093	0.00138598	0.0100156	0.00593369	0.0497206	0.00794947	0.0128963	0.0102053	0.00162105	0.0145295	0.00192424	0.0253807	0.000944208	0.00789081	0.00706027	9.23866e-05	0.0145034	0.000199523	0.00879834	0.00524973	0.018685	0.00117597	0.00203416	0.00632925	0.0316935	0.00273474	0.0080147	0.040522	0.000487883	0.00577024	0.00220221	0.0033107	0.00299667	0.00553246	0.00503755	0.00876122	0.00271755	0.00528477	0.00513936	0.947281	0.0527194	4.576249
144	-3426.284	-3680.747	254.4629	0.0991549	0.129471	0.00362733	0.15929	0.0516281	0.00230727	0.00662474	0.0739317	0.0210698	0.00369592	0.0649439	0.0592127	0.0458886	0.020473	0.0301344	0.0407856	0.0585897	0.019874	0.00221107	0.0268902	0.00858333	0.00306385	0.0438427	0.0233567	0.0812787	0.0384405	0.0351271	0.00541149	0.023884	0.0257324	0.0650741	0.01878	0.0266792	0.0450424	0.000930726	0.00684455	0.0705636	0.0191092	0.0539667	0.0505656	0.00634223	0.0459937	0.00910072	0.00197854	0.0140366	0.00152242	0.00486167	0.0386393	0.0556462	0.0172759	0.00716959	0.0131759	0.00156891	0.0853625	0.0635132	0.0100808	0.00374737	0.042306	0.0218301	0.00493836	0.0154169	0.0154	0.0642323	0.0612968	0.0129201	0.0759255	0.0147282	0.00701927	0.123157	0.0160986	0.00741461	0.0114719	0.00380382	0.0318073	0.0431347	0.0220786	0.0149235	0.0295656	0.0166487	0.0108525	0.027001	0.0282508	0.0292647	0.0306515	0.112904	0.049933	0.0213366	0.0793668	0.00541065	0.00919608	0.0552781	0.0457355	0.0274236	0.0330489	0.0412618	0.0671113	0.004222	0.00991941	0.0578497	0.0365904	0.14848	0.0340376	0.056648	0.0545776	0.00520442	0.073059	0.00298261	0.138141	0.00419599	0.0429478	0.0215294	0.000167265	0.0241739	0.00365147	0.0264739	0.0340149	0.122659	0.00852043	0.00624605	0.0418749	0.168208	0.00457794	0.0341856	0.203731	0.00320069	0.0283204	0.0314324	0.0267753	0.000726812	0.0137829	0.017059	0.00985308	0.0187226	0.0584415	0.00958097	0.8049461	1.195054	0.276288	0.534012	0.822244	1.21618	1.87262	3.61941	0.9300924	1.484638	0.0203896	0.0266237	0.000745902	0.0327554	0.0106165	0.000474454	0.00136227	0.0152029	0.00433266	0.000760007	0.0133547	0.0121762	0.00943627	0.00420995	0.00619666	0.00838692	0.012048	0.00408677	0.000454672	0.00552955	0.00176503	0.000630031	0.00901556	0.00480294	0.0167137	0.00790468	0.00722333	0.00111279	0.00491136	0.00529147	0.0133815	0.00386181	0.00548615	0.00926226	0.000191389	0.00140747	0.0145103	0.0039295	0.0110974	0.010398	0.00130418	0.00945787	0.00187142	0.000406855	0.00288641	0.000313061	0.000999725	0.00794555	0.0114428	0.00355251	0.00147431	0.00270941	0.00032262	0.0175534	0.0130605	0.00207295	0.000770587	0.00869956	0.00448901	0.0010155	0.00317025	0.00316676	0.0132084	0.0126047	0.00265682	0.0156129	0.00302862	0.0014434	0.0253252	0.00331042	0.0015247	0.00235901	0.000782196	0.00654068	0.00886996	0.00454011	0.00306878	0.0060797	0.00342355	0.00223164	0.00555234	0.00580932	0.00601782	0.00630299	0.0232169	0.0102679	0.00438754	0.0163205	0.00111261	0.00189103	0.0113671	0.00940477	0.00563924	0.00679597	0.00848483	0.0138004	0.000868187	0.00203977	0.0118959	0.00752423	0.0305325	0.0069993	0.0116488	0.011223	0.00107021	0.0150234	0.000613326	0.0284065	0.00086284	0.00883153	0.00442718	3.43954e-05	0.00497098	0.000750867	0.00544395	0.00699462	0.0252229	0.00175209	0.0012844	0.00861091	0.0345894	0.00094138	0.00702973	0.0418941	0.000658171	0.00582364	0.00646357	0.00550591	0.000149457	0.00283424	0.00350791	0.00202613	0.00385	0.0120176	0.00197017	0.597527	0.402473	4.863006
180	-3429.028	-3684.023	254.9948	0.0726591	0.113572	0.00600853	0.0745084	0.0425454	0.0138498	0.00818075	0.0414685	0.0109163	0.00519421	0.0156854	0.0311582	0.029893	0.0462884	0.0115522	0.0260162	0.0293035	0.00119953	0.00450444	0.0252848	0.0171666	0.00260868	0.0180895	0.0168694	0.0910987	0.0546022	0.0114867	0.0345773	0.00734041	0.0225724	0.0386921	0.0476337	0.00158521	0.0338632	0.00298615	0.00546641	0.0268428	0.016419	0.0621778	0.0525723	0.00827127	0.0402323	0.0284978	0.00151058	0.00600862	0.00253284	0.0163247	0.00840956	0.0487335	0.0530436	0.0017191	0.00294311	0.00693298	0.030523	0.0156511	0.00715367	0.0154706	0.0373363	0.0109192	0.0153919	0.032375	0.00538131	0.0563444	0.0614813	0.00358421	0.0666015	0.0134537	0.00745223	0.12883	0.0140707	0.00665614	0.0193052	0.00920976	0.0404072	0.0537985	0.0084326	0.00339272	0.0779727	0.0077998	0.0511495	0.0202474	0.0190999	0.0189549	0.0440955	0.127132	0.0251256	0.0174033	0.0696202	0.00578436	0.0144089	0.0663027	0.055764	0.00511165	0.00284047	0.0411001	0.0789489	0.00830207	0.0114481	0.0223432	0.0519528	0.130246	0.0298577	0.0496914	0.0302234	0.00265461	0.0478011	0.00900528	0.112654	0.00286773	0.0376736	0.0188855	0.000259464	0.0356925	0.0211301	0.00924588	0.0158241	0.0680001	0.00417826	0.0011345	0.0476509	0.123761	0.0148406	0.0448955	0.14281	0.0130779	0.00211734	0.0211562	0.00497922	0.00198248	0.0555416	0.0481173	0.00682025	0.00755229	0.0218567	0.0113366	0.5133965	1.486603	0.264553	0.522827	0.816832	1.22424	1.91268	3.77996	0.9614738	2.895624	0.0177163	0.0276919	0.00146505	0.0181672	0.0103738	0.00337696	0.0019947	0.0101112	0.00266171	0.00126649	0.00382455	0.00759723	0.00728874	0.0112864	0.00281674	0.00634349	0.00714501	0.000292479	0.00109831	0.00616515	0.0041857	0.000636069	0.00441073	0.00411323	0.0222124	0.0133136	0.00280077	0.00843092	0.0017898	0.00550378	0.00943421	0.0116144	0.00038652	0.00825681	0.000728107	0.00133286	0.00654504	0.00400342	0.0151607	0.0128186	0.00201677	0.00980977	0.00694857	0.000368322	0.00146507	0.000617579	0.00398043	0.00205049	0.0118826	0.0129335	0.000419165	0.000717612	0.00169045	0.00744237	0.00381618	0.00174427	0.00377218	0.00910364	0.00266241	0.00375298	0.00789392	0.00131212	0.0137383	0.0149909	0.000873931	0.0162393	0.00328039	0.00181706	0.0314123	0.00343084	0.00162295	0.00470714	0.0022456	0.0098524	0.0131176	0.00205611	0.000827239	0.0190119	0.00190181	0.0124717	0.00493687	0.00465709	0.00462174	0.0107517	0.0309984	0.00612632	0.00424341	0.0169754	0.00141039	0.00351329	0.0161665	0.0135968	0.00124636	0.000692585	0.0100214	0.01925	0.00202428	0.00279136	0.0054479	0.0126675	0.0317576	0.00728014	0.0121162	0.00736931	0.00064727	0.0116553	0.00219574	0.0274683	0.000699233	0.00918589	0.00460482	6.32647e-05	0.00870283	0.00515211	0.0022544	0.00385836	0.0165803	0.00101878	0.000276624	0.0116186	0.0301764	0.00361855	0.0109468	0.034821	0.00318877	0.000516268	0.00515847	0.00121407	0.000483384	0.0135426	0.0117323	0.00166297	0.00184146	0.00532927	0.00276418	0.743302	0.256698	4.10125
