Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	tree_length
0	-3442.779	-3697.726	254.9464	1.085247	7.930719	3.245437
6	-3446.27	-3702.276	256.006	1.073894	1.733137	3.811133
12	-3437.747	-3693.242	255.4943	1.087845	3.949707	3.507658
18	-3436.843	-3691.436	254.5922	1.098997	5.936509	3.695082
24	-3431.466	-3687.353	255.8864	1.061187	1.59134	3.942322
30	-3430.091	-3684.212	254.1216	1.059009	8.137515	3.719569
36	-3430.996	-3685.307	254.3109	1.080821	8.137515	3.597259
42	-3428.217	-3684.275	256.0577	0.9028271	0.6258017	4.464462
48	-3449.316	-3702.589	253.2732	0.7997259	7.512672	4.420188
54	-3449.994	-3702.628	252.6337	0.8687243	9.632153	4.526523
60	-3441.907	-3694.973	253.0661	0.8687243	6.772245	4.58487
66	-3445.929	-3699.329	253.3996	0.7965145	2.698345	5.138402
72	-3432.023	-3687.42	255.3973	0.8510403	0.9497819	4.645342
78	-3433.05	-3688.294	255.244	1.025202	3.071167	3.879536
84	-3442.281	-3699.255	256.9743	1.031604	0.7915158	3.747032
90	-3445.009	-3699.598	254.5885	0.8658644	2.28856	4.54953
96	-3445.141	-3697.615	252.4738	0.8894263	10.25261	4.54953
102	-3448.757	-3701.178	252.4207	0.8428927	11.36133	4.513526
108	-3440.319	-3691.763	251.4442	0.9445679	17.96834	4.576249
114	-3431.222	-3685.134	253.9116	0.9998909	7.261608	3.973035
120	-3438.71	-3694.114	255.4041	1.013078	2.394055	3.973035
126	-3428.15	-3683.343	255.1933	0.889439	2.394055	4.163732
132	-3430.395	-3685.435	255.0405	0.8362075	0.5590425	5.124279
138	-3428.246	-3683.369	255.1227	0.9300924	1.702552	4.407496
144	-3426.284	-3680.747	254.4629	0.9300924	1.484638	4.863006
150	-3423.122	-3676.406	253.2833	0.9228945	4.3846	4.779452
156	-3427.733	-3681.895	254.1624	0.8949371	2.482232	4.716645
162	-3425.919	-3682.284	256.3649	0.8829748	0.36112	4.554551
168	-3432.881	-3689.297	256.4158	0.9554317	1.893723	3.583849
174	-3423.514	-3677.945	254.4311	0.9500837	3.65064	4.257508
180	-3429.028	-3684.023	254.9948	0.9614738	2.895624	4.10125
186	-3434.611	-3689.864	255.2534	1.099832	6.935728	3.174142
192	-3434.179	-3689.021	254.842	1.052348	6.935728	3.444437
198	-3437.492	-3691.436	253.9435	1.005174	7.179402	3.961505
204	-3432.951	-3686.803	253.852	0.9838121	5.31395	4.274913
210	-3433.053	-3690.177	257.1238	0.9864442	1.191415	3.450676
216	-3434.989	-3689.527	254.5373	0.9790728	6.164127	3.764538
222	-3421.606	-3675.351	253.7448	0.9448585	6.164127	4.236963
228	-3424.154	-3678.309	254.1548	0.9218268	6.372147	3.989157
234	-3424.043	-3677.589	253.5462	0.7464895	3.366131	4.928169
240	-3428.127	-3681.631	253.5037	0.8501314	3.512553	4.863123
246	-3430.111	-3686.562	256.4518	0.7896466	0.4331531	4.479616
252	-3432.591	-3686.524	253.9333	0.9620983	8.768762	3.817945
258	-3426.222	-3682.026	255.8039	1.053238	1.56484	4.004757
264	-3436.826	-3691.813	254.9873	0.9686927	3.304882	4.004757
270	-3451.79	-3706.451	254.6611	0.9686927	5.424334	3.805164
276	-3445.326	-3698.444	253.1184	0.8937357	5.424334	4.721894
282	-3452.496	-3703.212	250.7158	0.9791685	22.76465	4.732708
288	-3437.361	-3689.891	252.5296	1.067485	19.51793	3.808609
294	-3441.87	-3696.236	254.3659	1.067485	6.191512	3.808609
300	-3455.342	-3712.12	256.7781	1.067485	1.438057	3.48795
306	-3453.559	-3707.839	254.28	1.080917	5.01371	4.023021
312	-3443.921	-3700.802	256.8808	1.057342	1.416944	3.4433
318	-3448.044	-3704.163	256.1189	1.000301	1.921863	3.719928
324	-3443.976	-3698.348	254.372	0.8568147	1.810759	4.830143
330	-3451.544	-3705.198	253.6539	0.9215238	1.810759	5.193068
336	-3450.711	-3704.681	253.9698	0.8981646	1.810759	5.030927
342	-3441.811	-3697.811	255.9994	0.9325463	0.4460939	4.640322
348	-3444.612	-3698.749	254.137	0.8890126	1.777019	4.95508
354	-3429.386	-3683.781	254.3948	0.8868248	4.219132	4.20382
360	-3442.363	-3696.839	254.4753	1.011122	4.219132	4.087374
366	-3439.464	-3694.275	254.811	0.950903	2.805591	4.23433
372	-3431.385	-3684.202	252.8164	0.974597	6.407788	4.711054
378	-3427.35	-3680.731	253.3806	0.8845465	2.613033	5.12234
384	-3428.939	-3683.873	254.934	0.8170216	1.02045	4.883262
390	-3429.431	-3684.789	255.3577	0.8900071	0.7872818	4.746913
396	-3435.708	-3688.618	252.9104	0.8152634	5.79668	4.828805
402	-3435.095	-3689.106	254.011	0.7929343	2.590385	4.828805
408	-3438.409	-3694.34	255.9308	0.941232	2.395586	3.711134
414	-3443.709	-3697.849	254.1406	0.8694933	3.981944	4.401723
420	-3435.055	-3692.366	257.3111	0.9052491	0.07215249	4.502686
426	-3430.295	-3684.925	254.6297	0.9220978	2.469397	4.442674
432	-3438.433	-3691.54	253.107	0.8659763	6.453737	4.603282
438	-3441.544	-3696.726	255.1819	1.015887	4.042729	3.712565
444	-3445.36	-3699.937	254.577	1.051615	5.088848	3.857746
450	-3444.487	-3700.506	256.0187	1.04883	3.169443	3.393154
456	-3436.78	-3691.331	254.551	1.034048	6.481623	3.682485
462	-3428.463	-3682.542	254.0786	1.024502	6.756148	3.924736
468	-3426.434	-3680.283	253.8484	0.9714609	10.00946	3.742557
474	-3431.932	-3682.591	250.659	0.92461	33.04639	4.412793
480	-3431.417	-3686.746	255.3287	1.059109	5.833082	3.303401
486	-3439.068	-3693.075	254.007	1.059109	6.603996	3.965188
492	-3439.174	-3692.245	253.0716	0.957546	14.52124	3.85027
498	-3438.012	-3694.274	256.2616	1.048868	3.758873	3.117656
504	-3436.01	-3693.349	257.3398	1.134838	1.087875	3.291866
510	-3438.032	-3695.814	257.7822	1.134838	1.087875	3.029051
516	-3441.522	-3696.476	254.9546	1.013021	5.238401	3.638592
522	-3450.598	-3705.98	255.3822	0.8837014	1.361615	4.42656
528	-3445.751	-3702.147	256.3964	0.9993502	0.299735	4.547057
534	-3436.374	-3693.701	257.3271	0.9254384	0.2029916	4.206396
540	-3430.333	-3687.667	257.3339	0.932389	0.3360921	4.007877
546	-3432.079	-3685.454	253.3751	0.9432852	9.493291	4.07772
552	-3439.677	-3692.026	252.3496	0.9432852	9.795736	4.629344
558	-3434.924	-3689.219	254.295	0.9519552	5.558886	4.004657
564	-3440.734	-3694.196	253.4626	0.9519552	6.252661	4.380871
570	-3450.789	-3704.709	253.9194	1.035485	6.361273	4.060095
576	-3453.801	-3705.935	252.1339	0.9412762	20.46524	4.060095
582	-3431.761	-3685.308	253.5467	0.7774201	4.370442	4.716016
588	-3440.213	-3693.331	253.118	0.8782182	13.2802	3.95408
594	-3448.234	-3701.857	253.6234	1.027654	8.976961	3.937375
600	-3435.544	-3687.775	252.2307	1.027654	14.39002	4.298262
606	-3433.881	-3692.189	258.3078	1.027654	0.1588853	3.666113
612	-3428.824	-3687.008	258.1831	1.156229	0.552612	3.155494
618	-3415.265	-3670.869	255.6046	1.060316	3.882957	3.472702
624	-3428.766	-3681.174	252.4086	1.050382	12.41995	4.322064
630	-3426.945	-3681.861	254.9165	1.06624	2.823196	4.104391
636	-3426.053	-3679.156	253.1029	0.8751985	4.473968	4.891256
642	-3436.844	-3689.819	252.9749	0.932654	11.22232	4.160752
648	-3436.55	-3692.995	256.4448	0.9083411	0.7342829	4.160752
654	-3451.65	-3704.575	252.9254	1.006792	16.42427	3.786686
660	-3450.123	-3700.533	250.41	1.085842	83.83962	3.399486
666	-3440.156	-3694.109	253.9525	1.085842	8.554788	3.757489
672	-3437.638	-3695.636	257.998	1.015223	0.2644685	3.674582
678	-3428.098	-3684.041	255.943	1.015223	2.815247	3.545187
684	-3422.192	-3678.043	255.8506	1.020517	3.015625	3.545187
690	-3441.898	-3698.174	256.2765	1.010447	2.152818	3.545187
696	-3434.879	-3687.505	252.6259	0.9851791	14.27811	4.105439
